output_item_name,output_canonical_key,derived_craft_quantity,input_order,input_item_name,input_canonical_key,input_inventory_quantity,displayed_required_quantity,per_craft_quantity,evidence_source,evidence_date,review_status,notes
White Shirt,white shirt,0,2,Sewing Needle,sewing needle,31146,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
White Shirt,white shirt,0,3,White Dye,white dye,0,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
White Twine,white twine,0,1,Twine,twine,1,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
White Twine,white twine,0,2,White Dye,white dye,0,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Wizard Hat,wizard hat,0,1,Purple Flower,purple flower,9,10,10,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Wizard Hat,wizard hat,0,2,Twine,twine,1,3,3,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Wizard Hat,wizard hat,0,3,Leather,leather,1,2,2,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Wood Planer,wood planer,0,1,Small Bolt,small bolt,1,3,3,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Wood Planer,wood planer,0,2,Wood,wood,0,2,2,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Wood Planer,wood planer,0,3,Iron,iron,32180,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Wood Planer,wood planer,0,4,Steel,steel,11092,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Wood Planer,wood planer,0,5,Moonstone,moonstone,24726,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Wooden Bow,wooden bow,0,1,Wood,wood,0,4,4,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Wooden Bow,wooden bow,0,2,Iron,iron,32180,2,2,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Wooden Bow,wooden bow,0,3,Twine,twine,1,2,2,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Wooden Bow,wooden bow,0,4,Fern Leaf,fern leaf,1,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Wooden Button,wooden button,0,1,Wood,wood,0,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Wooden Button,wooden button,0,2,Awl,awl,32180,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Wooden Footstool,wooden footstool,0,1,Small Bolt,small bolt,1,8,8,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Wooden Footstool,wooden footstool,0,2,Wood,wood,0,4,4,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Wooden Footstool,wooden footstool,0,3,Nailed Board,nailed board,32180,4,4,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Wooden Footstool,wooden footstool,0,4,Wooden Plank,wooden plank,32180,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Wooden Footstool,wooden footstool,0,5,Wrench,wrench,7444,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Wooden Spear,wooden spear,0,1,Twine,twine,1,2,2,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Wooden Spear,wooden spear,0,2,Wood,wood,0,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Wooden Spear,wooden spear,0,3,Arrowhead,arrowhead,13549,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Wooden Sword,wooden sword,0,1,Twine,twine,1,4,4,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Wooden Sword,wooden sword,0,2,Iron,iron,32180,2,2,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Wooden Sword,wooden sword,0,3,Board,board,32180,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Wrench,wrench,0,1,Emberstone,emberstone,0,5,5,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Wrench,wrench,0,2,Steel,steel,11092,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Yarn,yarn,0,1,Twine,twine,1,4,4,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Yellow Shirt,yellow shirt,0,1,Cloth,cloth,4,10,10,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Yellow Shirt,yellow shirt,0,2,Sewing Needle,sewing needle,31146,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Yellow Shirt,yellow shirt,0,3,Yellow Dye,yellow dye,32180,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
