openable_item_name,openable_canonical_key,content_item_name,content_canonical_key,quantity_per_open,quantity_kind,evidence,notes
Stack of Cards,stack of cards,Hearts,hearts,1,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/stack-of-cards/; Page data: https://buddy.farm/page-data/i/stack-of-cards/page-data.json; Cache: stack-of-cards__stack-of-cards.json; Parser: buddy-item-multi-source-v1
Stack of Cards,stack of cards,Joker,joker,1,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/stack-of-cards/; Page data: https://buddy.farm/page-data/i/stack-of-cards/page-data.json; Cache: stack-of-cards__stack-of-cards.json; Parser: buddy-item-multi-source-v1
Stack of Cards,stack of cards,Spades,spades,1,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/stack-of-cards/; Page data: https://buddy.farm/page-data/i/stack-of-cards/page-data.json; Cache: stack-of-cards__stack-of-cards.json; Parser: buddy-item-multi-source-v1
Summer Basket,summer basket,Arnold Palmer,arnold palmer,5,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/summer-basket/; Page data: https://buddy.farm/page-data/i/summer-basket/page-data.json; Cache: summer-basket__summer-basket.json; Parser: buddy-item-multi-source-v1
Summer Basket,summer basket,Blue Dye,blue dye,5,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/summer-basket/; Page data: https://buddy.farm/page-data/i/summer-basket/page-data.json; Cache: summer-basket__summer-basket.json; Parser: buddy-item-multi-source-v1
Summer Basket,summer basket,Fireworks,fireworks,2,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/summer-basket/; Page data: https://buddy.farm/page-data/i/summer-basket/page-data.json; Cache: summer-basket__summer-basket.json; Parser: buddy-item-multi-source-v1
Summer Basket,summer basket,Grape Juice,grape juice,2,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/summer-basket/; Page data: https://buddy.farm/page-data/i/summer-basket/page-data.json; Cache: summer-basket__summer-basket.json; Parser: buddy-item-multi-source-v1
Summer Basket,summer basket,Large Net,large net,5,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/summer-basket/; Page data: https://buddy.farm/page-data/i/summer-basket/page-data.json; Cache: summer-basket__summer-basket.json; Parser: buddy-item-multi-source-v1
Summer Basket,summer basket,Lemonade,lemonade,10,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/summer-basket/; Page data: https://buddy.farm/page-data/i/summer-basket/page-data.json; Cache: summer-basket__summer-basket.json; Parser: buddy-item-multi-source-v1
Summer Basket,summer basket,Orange Juice,orange juice,25,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/summer-basket/; Page data: https://buddy.farm/page-data/i/summer-basket/page-data.json; Cache: summer-basket__summer-basket.json; Parser: buddy-item-multi-source-v1
Summer Basket,summer basket,Peach Juice,peach juice,2,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/summer-basket/; Page data: https://buddy.farm/page-data/i/summer-basket/page-data.json; Cache: summer-basket__summer-basket.json; Parser: buddy-item-multi-source-v1
Summer Basket,summer basket,Red Dye,red dye,5,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/summer-basket/; Page data: https://buddy.farm/page-data/i/summer-basket/page-data.json; Cache: summer-basket__summer-basket.json; Parser: buddy-item-multi-source-v1
Summer Basket,summer basket,Sand Dollar,sand dollar,3,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/summer-basket/; Page data: https://buddy.farm/page-data/i/summer-basket/page-data.json; Cache: summer-basket__summer-basket.json; Parser: buddy-item-multi-source-v1
Supply Bag 01,supply bag 01,Arnold Palmer,arnold palmer,30,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/supply-bag-01/; Page data: https://buddy.farm/page-data/i/supply-bag-01/page-data.json; Cache: supply-bag-01__supply-bag-01.json; Parser: buddy-item-multi-source-v1
Supply Bag 01,supply bag 01,Mushroom Stew,mushroom stew,1,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/supply-bag-01/; Page data: https://buddy.farm/page-data/i/supply-bag-01/page-data.json; Cache: supply-bag-01__supply-bag-01.json; Parser: buddy-item-multi-source-v1
Supply Bag 01,supply bag 01,Quandary Chowder,quandary chowder,1,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/supply-bag-01/; Page data: https://buddy.farm/page-data/i/supply-bag-01/page-data.json; Cache: supply-bag-01__supply-bag-01.json; Parser: buddy-item-multi-source-v1
Supply Bag 02,supply bag 02,Large Net,large net,30,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/supply-bag-02/; Page data: https://buddy.farm/page-data/i/supply-bag-02/page-data.json; Cache: supply-bag-02__supply-bag-02.json; Parser: buddy-item-multi-source-v1
Supply Bag 02,supply bag 02,Mushroom Stew,mushroom stew,1,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/supply-bag-02/; Page data: https://buddy.farm/page-data/i/supply-bag-02/page-data.json; Cache: supply-bag-02__supply-bag-02.json; Parser: buddy-item-multi-source-v1
Supply Bag 02,supply bag 02,Sea Pincher Special,sea pincher special,1,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/supply-bag-02/; Page data: https://buddy.farm/page-data/i/supply-bag-02/page-data.json; Cache: supply-bag-02__supply-bag-02.json; Parser: buddy-item-multi-source-v1
Supply Crate 01,supply crate 01,Arnold Palmer,arnold palmer,100,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/supply-crate-01/; Page data: https://buddy.farm/page-data/i/supply-crate-01/page-data.json; Cache: supply-crate-01__supply-crate-01.json; Parser: buddy-item-multi-source-v1
Supply Crate 01,supply crate 01,Mushroom Stew,mushroom stew,2,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/supply-crate-01/; Page data: https://buddy.farm/page-data/i/supply-crate-01/page-data.json; Cache: supply-crate-01__supply-crate-01.json; Parser: buddy-item-multi-source-v1
Supply Crate 01,supply crate 01,Quandary Chowder,quandary chowder,2,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/supply-crate-01/; Page data: https://buddy.farm/page-data/i/supply-crate-01/page-data.json; Cache: supply-crate-01__supply-crate-01.json; Parser: buddy-item-multi-source-v1
Supply Crate 01,supply crate 01,Shrimp-a-Plenty,shrimp-a-plenty,1,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/supply-crate-01/; Page data: https://buddy.farm/page-data/i/supply-crate-01/page-data.json; Cache: supply-crate-01__supply-crate-01.json; Parser: buddy-item-multi-source-v1
Supply Crate 02,supply crate 02,Large Net,large net,100,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/supply-crate-02/; Page data: https://buddy.farm/page-data/i/supply-crate-02/page-data.json; Cache: supply-crate-02__supply-crate-02.json; Parser: buddy-item-multi-source-v1
Supply Crate 02,supply crate 02,Mushroom Stew,mushroom stew,2,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/supply-crate-02/; Page data: https://buddy.farm/page-data/i/supply-crate-02/page-data.json; Cache: supply-crate-02__supply-crate-02.json; Parser: buddy-item-multi-source-v1
Supply Crate 02,supply crate 02,Sea Pincher Special,sea pincher special,2,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/supply-crate-02/; Page data: https://buddy.farm/page-data/i/supply-crate-02/page-data.json; Cache: supply-crate-02__supply-crate-02.json; Parser: buddy-item-multi-source-v1
Supply Crate 02,supply crate 02,Shrimp-a-Plenty,shrimp-a-plenty,1,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/supply-crate-02/; Page data: https://buddy.farm/page-data/i/supply-crate-02/page-data.json; Cache: supply-crate-02__supply-crate-02.json; Parser: buddy-item-multi-source-v1
Tackle Box,tackle box,Fishing Net,fishing net,25,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/tackle-box/; Page data: https://buddy.farm/page-data/i/tackle-box/page-data.json; Cache: tackle-box__tackle-box.json; Parser: buddy-item-multi-source-v1
Tackle Box,tackle box,Grubs,grubs,100,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/tackle-box/; Page data: https://buddy.farm/page-data/i/tackle-box/page-data.json; Cache: tackle-box__tackle-box.json; Parser: buddy-item-multi-source-v1
Tackle Box,tackle box,Gummy Worms,gummy worms,100,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/tackle-box/; Page data: https://buddy.farm/page-data/i/tackle-box/page-data.json; Cache: tackle-box__tackle-box.json; Parser: buddy-item-multi-source-v1
Tackle Box,tackle box,Iced Tea,iced tea,3,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/tackle-box/; Page data: https://buddy.farm/page-data/i/tackle-box/page-data.json; Cache: tackle-box__tackle-box.json; Parser: buddy-item-multi-source-v1
Tackle Box,tackle box,Large Net,large net,5,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/tackle-box/; Page data: https://buddy.farm/page-data/i/tackle-box/page-data.json; Cache: tackle-box__tackle-box.json; Parser: buddy-item-multi-source-v1
Tackle Box,tackle box,Mealworms,mealworms,100,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/tackle-box/; Page data: https://buddy.farm/page-data/i/tackle-box/page-data.json; Cache: tackle-box__tackle-box.json; Parser: buddy-item-multi-source-v1
Tackle Box,tackle box,Minnows,minnows,100,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/tackle-box/; Page data: https://buddy.farm/page-data/i/tackle-box/page-data.json; Cache: tackle-box__tackle-box.json; Parser: buddy-item-multi-source-v1
Tackle Box,tackle box,Worms,worms,100,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/tackle-box/; Page data: https://buddy.farm/page-data/i/tackle-box/page-data.json; Cache: tackle-box__tackle-box.json; Parser: buddy-item-multi-source-v1
Thomas's Tavern Tote,thomas's tavern tote,Apple Cider,apple cider,25,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/thomas-s-tavern-tote/; Page data: https://buddy.farm/page-data/i/thomas-s-tavern-tote/page-data.json; Cache: thomas-s-tavern-tote__thomas-s-tavern-tote.json; Parser: buddy-item-multi-source-v1
Thomas's Tavern Tote,thomas's tavern tote,Baba Cola,baba cola,3,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/thomas-s-tavern-tote/; Page data: https://buddy.farm/page-data/i/thomas-s-tavern-tote/page-data.json; Cache: thomas-s-tavern-tote__thomas-s-tavern-tote.json; Parser: buddy-item-multi-source-v1
Thomas's Tavern Tote,thomas's tavern tote,Bread,bread,3,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/thomas-s-tavern-tote/; Page data: https://buddy.farm/page-data/i/thomas-s-tavern-tote/page-data.json; Cache: thomas-s-tavern-tote__thomas-s-tavern-tote.json; Parser: buddy-item-multi-source-v1
Thomas's Tavern Tote,thomas's tavern tote,Cranberry Juice,cranberry juice,1,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/thomas-s-tavern-tote/; Page data: https://buddy.farm/page-data/i/thomas-s-tavern-tote/page-data.json; Cache: thomas-s-tavern-tote__thomas-s-tavern-tote.json; Parser: buddy-item-multi-source-v1
Thomas's Tavern Tote,thomas's tavern tote,Fish and Chips,fish and chips,5,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/thomas-s-tavern-tote/; Page data: https://buddy.farm/page-data/i/thomas-s-tavern-tote/page-data.json; Cache: thomas-s-tavern-tote__thomas-s-tavern-tote.json; Parser: buddy-item-multi-source-v1
Thomas's Tavern Tote,thomas's tavern tote,Hickory Omelette,hickory omelette,5,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/thomas-s-tavern-tote/; Page data: https://buddy.farm/page-data/i/thomas-s-tavern-tote/page-data.json; Cache: thomas-s-tavern-tote__thomas-s-tavern-tote.json; Parser: buddy-item-multi-source-v1
Thomas's Tavern Tote,thomas's tavern tote,Mixed Nuts,mixed nuts,1,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/thomas-s-tavern-tote/; Page data: https://buddy.farm/page-data/i/thomas-s-tavern-tote/page-data.json; Cache: thomas-s-tavern-tote__thomas-s-tavern-tote.json; Parser: buddy-item-multi-source-v1
Thomas's Tavern Tote,thomas's tavern tote,Mug of Beer,mug of beer,5,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/thomas-s-tavern-tote/; Page data: https://buddy.farm/page-data/i/thomas-s-tavern-tote/page-data.json; Cache: thomas-s-tavern-tote__thomas-s-tavern-tote.json; Parser: buddy-item-multi-source-v1
